Gmt time,Open,High,Low,Close,Volume
21.11.2018 22:00:00.000,4511,4649,4422,4488,1635.7259999999999
22.11.2018 22:00:00.000,4490,4503,4153,4319,1745.438
25.11.2018 22:00:00.000,4108,4151,3581,3719,2288.6749999999997
26.11.2018 22:00:00.000,3724,3858,3617,3826,2087.7360000000003
27.11.2018 22:00:00.000,3826,4414,3805,4281,1456.2302999999997
28.11.2018 22:00:00.000,4281,4454,4147,4244,1335.806
29.11.2018 22:00:00.000,4244,4357,3926,3991,1362.465
02.12.2018 22:00:00.000,4206,4217,3805,3932,1293.1370000000002
03.12.2018 22:00:00.000,3932,4090,3793,3959,1707.13
04.12.2018 22:00:00.000,3959,3973,3725,3783,1297.724
05.12.2018 22:00:00.000,3783,3901,3606,3655,1550.7603999999997
06.12.2018 22:00:00.000,3655,3681,3271,3450,2136.449
09.12.2018 22:00:00.000,3584,3647,3416,3461,1069.865
10.12.2018 22:00:00.000,3460,3486,3355,3432,1204.829
11.12.2018 22:00:00.000,3432,3547,3385,3500,1133.156
12.12.2018 22:00:00.000,3500,3502,3285,3314,1000.221
13.12.2018 22:00:00.000,3314,3353,3195,3218,923.733
16.12.2018 22:00:00.000,3263,3640,3243,3553,957.7309999999998
17.12.2018 22:00:00.000,3552,3632,3494,3594,1174.318
18.12.2018 22:00:00.000,3594,3982,3583,3728,1686.7649999999999
19.12.2018 22:00:00.000,3728,4232,3722,4054,2326.267
20.12.2018 22:00:00.000,4054,4221,3833,3909,2538.7160000000003
23.12.2018 22:00:00.000,4009,4296,3968,4125,1766.9700000000003
24.12.2018 22:00:00.000,4126,4126,4126,4126,0.01
25.12.2018 22:00:00.000,3852,3918,3746,3835,2073.527
26.12.2018 22:00:00.000,3836,3899,3629,3645,2010.107
27.12.2018 22:00:00.000,3645,4015,3627,3953,1344.7450000000001
30.12.2018 22:00:00.000,3881,3903,3695,3733,1331.638
31.12.2018 22:00:00.000,3733,3733,3732,3732,0.01
01.01.2019 22:00:00.000,3779,3959,3767,3945,977.1320000000001
02.01.2019 22:00:00.000,3945,3973,3821,3854,1035.7749999999999
03.01.2019 22:00:00.000,3854,3910,3790,3894,1190.5390000000002
06.01.2019 22:00:00.000,4093,4130,4029,4066,871.3239999999998
07.01.2019 22:00:00.000,4066,4162,4008,4059,1142.3560000000002
08.01.2019 22:00:00.000,4059,4099,4024,4063,1162.495
09.01.2019 22:00:00.000,4063,4093,3628,3691,1390.148
10.01.2019 22:00:00.000,3691,3754,3648,3709,1113.1689999999999
13.01.2019 22:00:00.000,3576,3765,3554,3724,1108.1060000000002
14.01.2019 22:00:00.000,3724,3745,3607,3629,940.5250000000002
15.01.2019 22:00:00.000,3629,3725,3627,3663,869.7080000000001
16.01.2019 22:00:00.000,3664,3718,3604,3684,1001.0730000000001
17.01.2019 22:00:00.000,3685,3710,3638,3672,706.4479999999999
20.01.2019 22:00:00.000,3600,3622,3568,3581,944.3560000000001
21.01.2019 22:00:00.000,3582,3669,3487,3633,947.9350000000002
22.01.2019 22:00:00.000,3633,3675,3582,3604,842.5169999999999
23.01.2019 22:00:00.000,3604,3654,3588,3631,836.6319999999998
24.01.2019 22:00:00.000,3631,3637,3572,3618,791.124
27.01.2019 22:00:00.000,3602,3602,3432,3477,1052.171
28.01.2019 22:00:00.000,3477,3501,3401,3461,855.8989999999999
29.01.2019 22:00:00.000,3461,3519,3432,3492,860.7829999999999
30.01.2019 22:00:00.000,3493,3531,3455,3477,730.7730000000001
31.01.2019 22:00:00.000,3477,3514,3432,3510,852.168
03.02.2019 22:00:00.000,3455,3497,3452,3478,857.746
04.02.2019 22:00:00.000,3478,3491,3458,3483,828.0689999999998
05.02.2019 22:00:00.000,3483,3503,3395,3426,971.4759999999998
06.02.2019 22:00:00.000,3426,3442,3413,3419,932.2369999999999
07.02.2019 22:00:00.000,3419,3769,3402,3654,1038.819
10.02.2019 22:00:00.000,3666,3712,3639,3652,833.28
11.02.2019 22:00:00.000,3652,3679,3608,3636,793.359
12.02.2019 22:00:00.000,3636,3686,3618,3631,825.248
13.02.2019 22:00:00.000,3632,3648,3596,3630,76859.317
14.02.2019 22:00:00.000,3630,3677,3606,3624,260281.7473
17.02.2019 22:00:00.000,3646,3976,3646,3912,410040.01960000006
18.02.2019 22:00:00.000,3912,4031,3890,3948,382502.3393
19.02.2019 22:00:00.000,3948,4023,3926,3973,353552.1808
20.02.2019 22:00:00.000,3973,4046,3927,3957,298797.8965
21.02.2019 22:00:00.000,3957,4015,3945,4001,297094.0636
24.02.2019 22:00:00.000,3845,3920,3789,3865,452093.152
25.02.2019 22:00:00.000,3865,3890,3825,3850,281617.5794
26.02.2019 22:00:00.000,3851,3883,3719,3809,239271.3304
27.02.2019 22:00:00.000,3809,3944,3801,3861,333429.8801
28.02.2019 22:00:00.000,3861,3903,3845,3889,215914.09639999995
03.03.2019 22:00:00.000,3850,3865,3731,3760,243552.56789999997
04.03.2019 22:00:00.000,3760,3930,3742,3894,241245.50680000003
05.03.2019 22:00:00.000,3894,3951,3871,3905,279763.994
06.03.2019 22:00:00.000,3905,3950,3889,3930,308757.237
07.03.2019 22:00:00.000,3930,3970,3908,3927,177779.1887
10.03.2019 21:00:00.000,3957,3971,3877,3907,234168.84859999997
11.03.2019 21:00:00.000,3908,3936,3859,3925,196723.30499999996
12.03.2019 21:00:00.000,3925,3933,3886,3912,188906.911
13.03.2019 21:00:00.000,3912,3957,3845,3912,236280.7823
14.03.2019 21:00:00.000,3912,3969,3906,3958,230669.8331
17.03.2019 21:00:00.000,4036,4074,3993,4031,206826.4801
18.03.2019 21:00:00.000,4031,4070,4010,4052,197800.3505
19.03.2019 21:00:00.000,4052,4078,4024,4070,194411.81269999998
20.03.2019 21:00:00.000,4071,4115,3980,4028,171058.66860000003
21.03.2019 21:00:00.000,4028,4054,4017,4038,1215.7130000000002
24.03.2019 21:00:00.000,4013,4032,3915,3943,1351.908
25.03.2019 21:00:00.000,3942,3982,3937,3968,1882.2830000000001
26.03.2019 21:00:00.000,3969,4088,3964,4064,1049.597
27.03.2019 21:00:00.000,4064,4091,4050,4066,420.0520000000001
28.03.2019 21:00:00.000,4066,4156,4062,4134,926.3389999999999
31.03.2019 21:00:00.000,4148,4204,4110,4182,1890.88
01.04.2019 21:00:00.000,4188,5132,4181,4857,43484.82999999999
02.04.2019 21:00:00.000,4863,5363,4836,5350,26434.055600000003
03.04.2019 21:00:00.000,5350,5399,4842,4906,75720.0338
04.04.2019 21:00:00.000,4909,5125,4896,5060,38018.6339
07.04.2019 21:00:00.000,5199,5405,5191,5312,66112.4844
08.04.2019 21:00:00.000,5313,5370,5207,5277,43175.49980000002
09.04.2019 21:00:00.000,5280,5518,5217,5359,41793.984500000006
10.04.2019 21:00:00.000,5359,5401,5033,5110,52403.342300000004
11.04.2019 21:00:00.000,5114,5170,4973,5104,26201.580800000007
14.04.2019 21:00:00.000,5144,5247,5007,5080,29299.2119
15.04.2019 21:00:00.000,5083,5288,5066,5241,18654.0038
16.04.2019 21:00:00.000,5245,5323,5236,5280,29592.8261
17.04.2019 21:00:00.000,5280,5375,5264,5366,22080.7959
18.04.2019 21:00:00.000,5368,5411,5256,5330,19766.2559
21.04.2019 21:00:00.000,5296,5492,5296,5426,13369.517199999998
22.04.2019 21:00:00.000,5429,5679,5415,5637,30877.117
23.04.2019 21:00:00.000,5641,5679,5434,5494,30394.296399999996
24.04.2019 21:00:00.000,5498,5568,5438,5553,13300.88
25.04.2019 21:00:00.000,5557,5558,5047,5157,98113.41249999999
28.04.2019 21:00:00.000,5185,5246,5136,5187,40362.69639999999
29.04.2019 21:00:00.000,5191,5343,5160,5295,73205.6067
30.04.2019 21:00:00.000,5296,5413,5295,5365,21875.949800000006
01.05.2019 21:00:00.000,5368,5479,5347,5464,26193.675
02.05.2019 21:00:00.000,5465,5853,5426,5749,63554.5949
05.05.2019 21:00:00.000,5808,5814,5623,5753,382974.18040000007
06.05.2019 21:00:00.000,5754,6025,5735,5901,21500.197999999993
07.05.2019 21:00:00.000,5901,5970,5720,5957,34072.38530000001
08.05.2019 21:00:00.000,5960,6152,5907,6139,15142.220999999998
09.05.2019 21:00:00.000,6140,6485,6135,6351,76607.5221
12.05.2019 21:00:00.000,7209,8030,6923,7923,241348.7448
13.05.2019 21:00:00.000,7927,8393,7631,7780,299840.28380000003
14.05.2019 21:00:00.000,7781,8322,7683,8228,159522.29009999998
15.05.2019 21:00:00.000,8230,8443,7730,7730,608654.9377
16.05.2019 21:00:00.000,7728,8016,6564,7164,297619.2753
19.05.2019 21:00:00.000,8139,8354,7637,8063,162767.05680000002
20.05.2019 21:00:00.000,8069,8194,7836,8148,126946.1671
21.05.2019 21:00:00.000,8151,8170,7755,7892,241681.28049999996
22.05.2019 21:00:00.000,7892,7938,7532,7938,242838.22860000006
23.05.2019 21:00:00.000,7941,8237,7857,8177,220263.69710000002
26.05.2019 21:00:00.000,8702,8998,8691,8813,185291.71939999997
27.05.2019 21:00:00.000,8812,8907,8623,8746,194485.0335
28.05.2019 21:00:00.000,8748,8814,8489,8704,203736.79140000002
29.05.2019 21:00:00.000,8705,9138,8462,8518,141096.7163
30.05.2019 21:00:00.000,8518,8572,8061,8562,291120.6806
02.06.2019 21:00:00.000,8742,8819,8389,8614,162050.6269
03.06.2019 21:00:00.000,8616,8622,7564,7710,308672.18880000006
04.06.2019 21:00:00.000,7712,7982,7505,7791,180270.5313
05.06.2019 21:00:00.000,7791,7928,7518,7746,172519.10080000004
06.06.2019 21:00:00.000,7748,8189,7744,7962,110731.8917
09.06.2019 21:00:00.000,7771,8139,7571,8004,106743.5017
10.06.2019 21:00:00.000,8008,8112,7773,7986,51045.1578
11.06.2019 21:00:00.000,7989,8328,7881,8180,57573.59779999999
12.06.2019 21:00:00.000,8182,8351,8111,8318,45887.41120000001
13.06.2019 21:00:00.000,8321,8525,8240,8514,55187.31100000001
16.06.2019 21:00:00.000,8989,9475,8978,9330,89050.6544
17.06.2019 21:00:00.000,9330,9532,8992,9183,151384.193
18.06.2019 21:00:00.000,9185,9266,9010,9222,90643.0725
19.06.2019 21:00:00.000,9225,9656,9197,9619,97857.2634
20.06.2019 21:00:00.000,9623,10005,9523,9996,254505.97449999998
23.06.2019 21:00:00.000,11084,11302,10607,10912,649423.1242999999
24.06.2019 21:00:00.000,10912,11527,10908,11425,879100.9635999999
25.06.2019 21:00:00.000,11425,13910,11424,12793,1578632.7936000004
26.06.2019 21:00:00.000,12796,13399,10361,10733,1907086.8339
27.06.2019 21:00:00.000,10733,12455,10513,12275,1777149.1129
30.06.2019 21:00:00.000,11447,11475,10040,10536,1191694.2179
01.07.2019 21:00:00.000,10536,10973,9710,10765,1142731.9223
02.07.2019 21:00:00.000,10765,11625,10653,11437,1257591.221
03.07.2019 21:00:00.000,11437,12111,11371,11779,1058515.4821
04.07.2019 21:00:00.000,11779,11799,10833,11092,1289472.5743999998
07.07.2019 21:00:00.000,11567,12355,11388,12266,644474.0848999999
08.07.2019 21:00:00.000,12266,12882,12171,12460,819697.2598000001
09.07.2019 21:00:00.000,12462,13246,11697,11836,1101479.6488
10.07.2019 21:00:00.000,11835,12250,11036,11206,1244011.3869000003
11.07.2019 21:00:00.000,11207,11976,11129,11968,1073969.5205
14.07.2019 21:00:00.000,10700,11007,9920,10881,1219457.7131999999
15.07.2019 21:00:00.000,10881,11133,9533,9654,1054766.5632000004
16.07.2019 21:00:00.000,9654,10044,9139,9747,1282863.4565999997
17.07.2019 21:00:00.000,9747,10769,9350,10676,980769.9019999999
18.07.2019 21:00:00.000,10676,10841,10174,10587,1129528.2172
21.07.2019 21:00:00.000,10566,10739,10122,10382,738725.8165
22.07.2019 21:00:00.000,10384,10440,9922,10201,809433.8358000001
23.07.2019 21:00:00.000,10201,10203,9574,9726,883779.1024000001
24.07.2019 21:00:00.000,9726,10240,9717,9930,757489.0487999998
25.07.2019 21:00:00.000,9930,10003,9717,9890,715931.0549
28.07.2019 21:00:00.000,9565,9771,9173,9571,675310.5107999998
29.07.2019 21:00:00.000,9571,9812,9435,9599,512741.30149999994
30.07.2019 21:00:00.000,9600,10184,9579,10083,600451.1804000001
31.07.2019 21:00:00.000,10083,10548,9941,10470,678755.2416999999
01.08.2019 21:00:00.000,10470,10721,10389,10463,650716.9561999999
04.08.2019 21:00:00.000,11013,12005,10863,11781,602257.531
05.08.2019 21:00:00.000,11781,12374,11593,11704,755993.5819
06.08.2019 21:00:00.000,11704,12200,11266,11922,722514.6443
07.08.2019 21:00:00.000,11922,12127,11532,11652,817360.733
08.08.2019 21:00:00.000,11652,12106,11646,11921,774387.7448000001
11.08.2019 21:00:00.000,11470,11630,11274,11473,527224.5791
12.08.2019 21:00:00.000,11473,11497,10806,10934,570438.2287999999
13.08.2019 21:00:00.000,10933,10945,10088,10221,828702.7815999999
14.08.2019 21:00:00.000,10221,10449,9539,10429,992099.0601000001
15.08.2019 21:00:00.000,10429,10597,9802,10453,869290.9049000001
18.08.2019 21:00:00.000,10410,10888,10328,10735,613170.1242
19.08.2019 21:00:00.000,10735,11008,10622,10763,686066.9192999998
20.08.2019 21:00:00.000,10763,10900,9909,10207,895926.6854
21.08.2019 21:00:00.000,10206,10286,9818,10235,851545.1307
22.08.2019 21:00:00.000,10237,10525,10105,10419,564584.1924
25.08.2019 21:00:00.000,10050,10712,9965,10320,574402.7572
26.08.2019 21:00:00.000,10320,10451,10083,10200,696683.6509000001
27.08.2019 21:00:00.000,10199,10334,9621,9725,672954.7311000001
28.08.2019 21:00:00.000,9725,9803,9381,9583,412215.02689999994
29.08.2019 21:00:00.000,9584,9751,9418,9685,2578.227
31.08.2019 21:00:00.000,9685,9685,9660,9660,0
01.09.2019 21:00:00.000,9699,10518,9694,10463,347415.7540000001
02.09.2019 21:00:00.000,10463,10832,10347,10768,571407.9245
03.09.2019 21:00:00.000,10768,10885,10441,10686,564130.6097
04.09.2019 21:00:00.000,10686,10754,10519,10577,594078.3043
05.09.2019 21:00:00.000,10577,10998,10267,10416,507286.79830000014
08.09.2019 21:00:00.000,10421,10588,10128,10293,468909.5785
09.09.2019 21:00:00.000,10294,10444,9989,10107,494869.30850000004
10.09.2019 21:00:00.000,10107,10311,9923,10155,543121.3474
11.09.2019 21:00:00.000,10155,10432,10092,10389,544231.3528999999
12.09.2019 21:00:00.000,10389,10522,10218,10328,454229.8164
15.09.2019 21:00:00.000,10333,10433,10132,10269,326028.17539999995
16.09.2019 21:00:00.000,10269,10395,10194,10309,423516.56979999994
17.09.2019 21:00:00.000,10309,10317,10140,10251,430174.1930000001
18.09.2019 21:00:00.000,10251,10420,9677,10315,609602.5931
19.09.2019 21:00:00.000,10315,10368,10119,10194,505291.7014999999
22.09.2019 21:00:00.000,10067,10132,9743,9823,551527.9923999999
23.09.2019 21:00:00.000,9823,9865,8107,8632,923258.8616000001
24.09.2019 21:00:00.000,8631,8852,8282,8566,1257648.2926
25.09.2019 21:00:00.000,8566,8708,7792,8151,843323.1773
26.09.2019 21:00:00.000,8152,8189,7923,8118,759218.2061999999
29.09.2019 21:00:00.000,8068,8415,7768,8294,569829.2168
30.09.2019 21:00:00.000,8294,8585,8251,8430,629586.7946
01.10.2019 21:00:00.000,8430,8470,8233,8291,552175.3169
02.10.2019 21:00:00.000,8291,8473,8141,8203,597103.3241
03.10.2019 21:00:00.000,8203,8350,8079,8224,601139.5127999999
06.10.2019 21:00:00.000,7965,8369,7826,8273,716355.4044000001
07.10.2019 21:00:00.000,8273,8399,8170,8187,582481.3347
08.10.2019 21:00:00.000,8187,8748,8178,8646,699244.1177000001
09.10.2019 21:00:00.000,8646,8713,8513,8638,615950.7961
10.10.2019 21:00:00.000,8638,8867,8345,8398,762135.6450000001
13.10.2019 21:00:00.000,8307,8456,8275,8400,543296.2513
14.10.2019 21:00:00.000,8400,8467,8152,8199,515788.8154000001
15.10.2019 21:00:00.000,8198,8232,7971,8044,602695.6508999999
16.10.2019 21:00:00.000,8045,8179,7996,8103,554507.5979000002
17.10.2019 21:00:00.000,8103,8175,7880,8004,550101.8741
20.10.2019 21:00:00.000,8282,8398,8216,8263,432753.7382
21.10.2019 21:00:00.000,8263,8371,8131,8180,542938.4547
22.10.2019 21:00:00.000,8180,8180,7361,7547,614150.8632000001
23.10.2019 21:00:00.000,7547,7567,7415,7514,686856.0504
24.10.2019 21:00:00.000,7514,8820,7455,8626,654333.8879
27.10.2019 21:00:00.000,9680,9984,9326,9515,834284.859
28.10.2019 21:00:00.000,9515,9617,9146,9503,802277.8968000001
29.10.2019 21:00:00.000,9503,9529,9057,9242,871488.7754
30.10.2019 21:00:00.000,9242,9466,9015,9269,750615.2517
31.10.2019 21:00:00.000,9270,9532,9115,9269,552441.6198
02.11.2019 21:00:00.000,9217,9223,9137,9214,107.94
03.11.2019 22:00:00.000,9212,9606,9183,9497,496728.7541
04.11.2019 22:00:00.000,9497,9537,9242,9412,617227.3665
05.11.2019 22:00:00.000,9412,9502,9315,9373,441265.1024
06.11.2019 22:00:00.000,9376,9427,9144,9268,413720.7938000001
07.11.2019 22:00:00.000,9268,9306,8731,8857,597462.227
09.11.2019 22:00:00.000,9093,9105,9084,9098,65.135
10.11.2019 22:00:00.000,9098,9154,8658,8790,645038.7077
11.11.2019 22:00:00.000,8790,8913,8618,8821,627191.2306000001
12.11.2019 22:00:00.000,8821,8892,8764,8810,356844.8599999999
13.11.2019 22:00:00.000,8810,8842,8618,8707,427798.94269999996
14.11.2019 22:00:00.000,8707,8822,8434,8525,530945.5846
16.11.2019 22:00:00.000,8587,8622,8582,8612,13.794
17.11.2019 22:00:00.000,8610,8610,8091,8274,404417.87499999994
18.11.2019 22:00:00.000,8278,8278,8056,8164,469836.1997000001
19.11.2019 22:00:00.000,8164,8272,8086,8144,351775.25430000003
20.11.2019 22:00:00.000,8144,8172,7454,7648,497921.1021999999
21.11.2019 22:00:00.000,7648,7764,6852,7386,833234.2264999998
23.11.2019 22:00:00.000,7114,7158,7096,7105,120.153
24.11.2019 22:00:00.000,7103,7428,6585,7267,945374.3253000001
25.11.2019 22:00:00.000,7267,7392,7082,7169,785762.0488000001
26.11.2019 22:00:00.000,7169,7729,6909,7607,700206.8207
27.11.2019 22:00:00.000,7606,7711,7484,7621,625304.324
28.11.2019 22:00:00.000,7621,7919,7434,7803,596123.6505999999
30.11.2019 22:00:00.000,7413,7444,7375,7438,83.919
01.12.2019 22:00:00.000,7435,7505,7221,7374,628997.3967
02.12.2019 22:00:00.000,7374,7465,7299,7387,475566.5734999998
03.12.2019 22:00:00.000,7387,7814,7150,7242,637162.8607999999
04.12.2019 22:00:00.000,7242,7544,7215,7438,713779.2453000001
05.12.2019 22:00:00.000,7438,7660,7366,7496,515204.67860000004
07.12.2019 22:00:00.000,7594,7615,7594,7603,30.657
08.12.2019 22:00:00.000,7601,7709,7339,7416,601728.9746000002
09.12.2019 22:00:00.000,7416,7442,7217,7278,495716.5762
10.12.2019 22:00:00.000,7278,7324,7185,7248,391272.97260000004
11.12.2019 22:00:00.000,7248,7343,7140,7258,457581.72330000007
12.12.2019 22:00:00.000,7258,7355,7240,7313,324361.2002
14.12.2019 22:00:00.000,7187,7187,7166,7178,23.76
15.12.2019 22:00:00.000,7177,7196,6883,6931,440481.0209
16.12.2019 22:00:00.000,6932,6989,6632,6672,471217.7758
17.12.2019 22:00:00.000,6673,7275,6492,7189,724663.2509000001
18.12.2019 22:00:00.000,7189,7474,7095,7211,749823.4339000001
19.12.2019 22:00:00.000,7211,7273,7135,7265,572580.3471
21.12.2019 22:00:00.000,7477,7480,7444,7464,65.703
22.12.2019 22:00:00.000,7465,7745,7349,7374,235815.2983
23.12.2019 22:00:00.000,7374,7482,7217,7303,484412.2267
24.12.2019 22:00:00.000,7304,7305,7260,7267,187.514
25.12.2019 22:00:00.000,7265,7480,7223,7246,473845.12340000004
26.12.2019 22:00:00.000,7245,7309,7121,7269,556053.8489000001
28.12.2019 22:00:00.000,7449,7455,7416,7447,122.76
29.12.2019 22:00:00.000,7447,7481,7258,7300,508509.29200000013
30.12.2019 22:00:00.000,7300,7356,7173,7216,505211.77099999995
31.12.2019 22:00:00.000,7216,7280,7216,7273,83.857
01.01.2020 22:00:00.000,7272,7272,6964,7016,571250.1621
02.01.2020 22:00:00.000,7016,7457,6915,7368,606507.3489
04.01.2020 22:00:00.000,7487,7487,7420,7420,77.979
05.01.2020 22:00:00.000,7418,7659,7372,7633,387117.1493
06.01.2020 22:00:00.000,7633,8248,7633,8079,488721.70160000003
07.01.2020 22:00:00.000,8079,8520,7930,8062,839687.831
08.01.2020 22:00:00.000,8062,8166,7804,7844,647876.1233
09.01.2020 22:00:00.000,7844,8189,7732,8131,744628.8964
11.01.2020 22:00:00.000,8194,8201,8154,8159,66.627
12.01.2020 22:00:00.000,8156,8248,8100,8189,621364.9944
13.01.2020 22:00:00.000,8189,8912,8160,8798,852059.8552
14.01.2020 22:00:00.000,8799,8954,8616,8879,993850.1492
15.01.2020 22:00:00.000,8879,8918,8640,8737,870336.6717000001
16.01.2020 22:00:00.000,8737,9064,8723,8925,770731.1515999999
18.01.2020 22:00:00.000,8699,8806,8697,8777,141.702
19.01.2020 22:00:00.000,8776,8800,8543,8729,773024.1507999998
20.01.2020 22:00:00.000,8729,8826,8542,8778,512550.67370000016
21.01.2020 22:00:00.000,8778,8847,8630,8697,558780.6309
22.01.2020 22:00:00.000,8697,8724,8335,8439,832763.6691999998
23.01.2020 22:00:00.000,8439,8565,8278,8532,658776.0896999999
25.01.2020 22:00:00.000,8613,8644,8612,8642,56.064
26.01.2020 22:00:00.000,8641,9044,8594,9003,534005.5771999999
27.01.2020 22:00:00.000,9004,9237,8933,9101,451225.05889999995
28.01.2020 22:00:00.000,9100,9485,9094,9413,610593.4302000001
29.01.2020 22:00:00.000,9413,9619,9242,9613,607586.8501000002
30.01.2020 22:00:00.000,9614,9622,9256,9362,573744.8557999999
31.01.2020 22:00:00.000,9362,9412,9362,9412,0
01.02.2020 22:00:00.000,9493,9502,9481,9499,58.266
02.02.2020 22:00:00.000,9499,9663,9278,9331,645048.6427
03.02.2020 22:00:00.000,9334,9400,9135,9195,598778.6905
04.02.2020 22:00:00.000,9196,9822,9189,9746,430416.9422000001
05.02.2020 22:00:00.000,9748,9912,9585,9795,423784.62149999995
06.02.2020 22:00:00.000,9795,9925,9709,9787,414842.6004
08.02.2020 22:00:00.000,10117,10147,10115,10135,43.168
09.02.2020 22:00:00.000,10133,10251,9801,9925,567637.3577
10.02.2020 22:00:00.000,9926,10440,9770,10298,508624.29190000007
11.02.2020 22:00:00.000,10302,10538,10280,10447,613802.0826999999
12.02.2020 22:00:00.000,10450,10564,10140,10241,740400.7701
13.02.2020 22:00:00.000,10241,10446,10161,10429,401872.76900000003
15.02.2020 22:00:00.000,9839,9849,9821,9829,76.154
16.02.2020 22:00:00.000,9826,10058,9531,9703,994379.3279
17.02.2020 22:00:00.000,9703,10329,9669,10216,726202.0761000002
18.02.2020 22:00:00.000,10216,10359,9374,9671,495640.02119999996
19.02.2020 22:00:00.000,9671,9764,9456,9668,767475.4171000001
20.02.2020 22:00:00.000,9668,9826,9634,9775,433761.2391
22.02.2020 22:00:00.000,9945,9957,9943,9943,29
23.02.2020 22:00:00.000,9943,10081,9543,9663,729437.6496000001
24.02.2020 22:00:00.000,9663,9734,9304,9442,882357.4123000001
25.02.2020 22:00:00.000,9442,9478,8683,8801,1284178.9149000002
26.02.2020 22:00:00.000,8801,9028,8581,8813,966722.3643999998
27.02.2020 22:00:00.000,8813,8957,8491,8674,822978.2009
29.02.2020 22:00:00.000,8540,8586,8519,8570,133.284
01.03.2020 22:00:00.000,8572,9005,8548,9002,667563.0045999999
02.03.2020 22:00:00.000,9003,9028,8719,8795,614813.6378999999
03.03.2020 22:00:00.000,8795,8903,8728,8791,620347.9746999999
04.03.2020 22:00:00.000,8793,9226,8786,9173,507771.53820000007
05.03.2020 22:00:00.000,9174,9236,9055,9176,348350.70739999996
08.03.2020 21:00:00.000,8330,8350,7692,7914,1294145.8915000001
09.03.2020 21:00:00.000,7914,8211,7795,8055,956572.0387
10.03.2020 21:00:00.000,8055,8094,7650,7919,884162.9503999997
11.03.2020 21:00:00.000,7919,8043,5656,5778,1276972.4874
12.03.2020 21:00:00.000,5778,6033,3965,5504,1401622.9400000002
15.03.2020 21:00:00.000,5233,6012,4493,4962,1167239.9663000002
16.03.2020 21:00:00.000,4962,5562,4923,5526,742687.9816000002
17.03.2020 21:00:00.000,5526,5618,5079,5397,493184.2579000001
18.03.2020 21:00:00.000,5397,6446,5325,6312,543353.7322
19.03.2020 21:00:00.000,6312,6989,5734,6031,772777.7804999999
22.03.2020 21:00:00.000,5996,6675,5749,6470,630154.7212999999
23.03.2020 21:00:00.000,6470,6918,6417,6813,820737.6147
24.03.2020 21:00:00.000,6813,7034,6530,6657,594477.4463000001
25.03.2020 21:00:00.000,6657,6851,6588,6803,284952.3063
26.03.2020 21:00:00.000,6803,6923,6641,6742,272410.9182
29.03.2020 21:00:00.000,6006,6566,5913,6533,292050.02420000004
30.03.2020 21:00:00.000,6538,6675,6399,6538,323764.1241000001
31.03.2020 21:00:00.000,6538,6553,6215,6409,255545.12490000002
01.04.2020 21:00:00.000,6409,7299,6409,6805,565837.7856000001
02.04.2020 21:00:00.000,6805,7104,6670,6762,564429.1621
05.04.2020 21:00:00.000,6816,7378,6787,7288,552437.4569
06.04.2020 21:00:00.000,7288,7518,7137,7177,363213.9754
07.04.2020 21:00:00.000,7180,7485,7144,7381,437974.00479999994
08.04.2020 21:00:00.000,7381,7454,7171,7362,482735.99989999994
09.04.2020 21:00:00.000,7363,7382,6811,6981,343110.74120000005
12.04.2020 21:00:00.000,7188,7205,6640,6886,377944.8684999999
13.04.2020 21:00:00.000,6886,7044,6835,6932,294345.99809999997
14.04.2020 21:00:00.000,6932,6996,6749,6808,432690.01
15.04.2020 21:00:00.000,6808,7188,6535,7116,762029.7562000001
16.04.2020 21:00:00.000,7118,7266,7058,7119,415109.85409999994
19.04.2020 21:00:00.000,7207,7278,6817,6925,260780.6324
20.04.2020 21:00:00.000,6925,7004,6833,6951,233564.1709
21.04.2020 21:00:00.000,6951,7223,6884,7176,156399.9984
22.04.2020 21:00:00.000,7176,7818,7094,7598,291824.19810000004
23.04.2020 21:00:00.000,7598,7673,7455,7592,455840.4833999999
26.04.2020 21:00:00.000,7715,7857,7649,7767,278769.1939
27.04.2020 21:00:00.000,7767,7852,7731,7795,192052.61990000005
28.04.2020 21:00:00.000,7795,8993,7778,8989,365936.7284
29.04.2020 21:00:00.000,8993,9525,8469,8883,716707.9908
30.04.2020 21:00:00.000,8883,9127,8647,8791,770455.0068999999
03.05.2020 21:00:00.000,8893,9022,8594,8980,678988.8561999999
04.05.2020 21:00:00.000,8981,9175,8833,9013,616551.3745
05.05.2020 21:00:00.000,9013,9451,8981,9310,556740.9022000001
06.05.2020 21:00:00.000,9310,10024,9102,9861,660199.0210999998
07.05.2020 21:00:00.000,9861,10129,9792,10059,514644.7602
10.05.2020 21:00:00.000,8790,9229,8254,8695,719607.3942000002
11.05.2020 21:00:00.000,8695,9034,8539,8882,447816.9542
12.05.2020 21:00:00.000,8883,9397,8808,9358,113134.5259
13.05.2020 21:00:00.000,9361,9997,9326,9714,506453.091
14.05.2020 21:00:00.000,9718,9907,9194,9301,913177.1487999998
17.05.2020 21:00:00.000,9791,10005,9512,9736,629369.3073999999
18.05.2020 21:00:00.000,9736,9950,9525,9746,179490.88619999998
19.05.2020 21:00:00.000,9753,9895,9363,9645,221490.32319999998
20.05.2020 21:00:00.000,9650,9650,8861,9115,588087.381
21.05.2020 21:00:00.000,9115,9321,8982,9243,525499.1951
24.05.2020 21:00:00.000,9059,9137,8696,8971,311504.50940000004
